Date,Type,Player/Pick,Source,Destination
2014-08-24,add,Frank Gore,draftpicks,TJ
2014-08-24,add,Doug Martin,draftpicks,BT
2014-08-24,add,Tom Brady,draftpicks,BT
2014-08-24,add,Keenan Allen,draftpicks,TJ
2014-08-24,add,Pierre Garcon,draftpicks,CR
2014-08-24,add,Victor Cruz,draftpicks,JC
2014-08-24,add,Vincent Jackson,draftpicks,MM
2014-08-24,add,Luke Kuechly,draftpicks,TP
2014-08-24,add,Martellus Bennett,draftpicks,DB
2014-08-24,add,Roddy White,draftpicks,MP
2014-08-24,add,Eric Decker,draftpicks,SC
2014-08-24,add,Wes Welker,draftpicks,MW
2014-08-24,add,Robert Quinn,draftpicks,MW
2014-08-24,add,Daryl Smith,draftpicks,SC
2014-08-24,add,Shane Vereen,draftpicks,MP
2014-08-24,add,Vontaze Burfict,draftpicks,DB
2014-08-24,add,Lavonte David,draftpicks,TP
2014-08-24,add,Paul Posluszny,draftpicks,MM
2014-08-24,add,Le'Veon Bell,draftpicks,JC
2014-08-24,add,Chandler Jones,draftpicks,CR
2014-08-24,add,Jordan Cameron,draftpicks,TJ
2014-08-24,add,Andre Johnson,draftpicks,BT
2014-08-24,add,Ben Tate,draftpicks,BT
2014-08-24,add,Eric Weddle,draftpicks,TJ
2014-08-24,add,Ryan Mathews,draftpicks,CR
2014-08-24,add,DeMarcus Ware,draftpicks,JC
2014-08-24,add,Jason Witten,draftpicks,MM
2014-08-24,add,Toby Gerhart,draftpicks,TP
2014-08-24,add,Calais Campbell,draftpicks,DB
2014-08-24,add,Michael Crabtree,draftpicks,MP
2014-08-24,add,Greg Olsen,draftpicks,SC
2014-08-24,add,Rashad Jennings,draftpicks,MW
2014-08-24,add,Jordan Reed,draftpicks,MW
2014-08-24,add,Barry Church,draftpicks,SC
2014-08-24,add,Patrick Willis,draftpicks,MP
2014-08-24,add,Larry Fitzgerald,draftpicks,DB
2014-08-24,add,Emmanuel Sanders,draftpicks,TP
2014-08-24,add,Derrick Johnson,draftpicks,MM
2014-08-24,add,Dennis Pitta,draftpicks,JC
2014-08-24,add,DeSean Jackson,draftpicks,CR
2014-08-24,add,T.Y. Hilton,draftpicks,TJ
2014-08-24,add,Jerod Mayo,draftpicks,BT
2014-08-24,add,Vernon Davis,draftpicks,BT
2014-08-24,add,Cameron Jordan,draftpicks,TJ
2014-08-24,add,Bobby Wagner,draftpicks,CR
2014-08-24,add,Richard Sherman,draftpicks,JC
2014-08-24,add,Greg Hardy,draftpicks,MM
2014-08-24,add,Cameron Wake,draftpicks,TP
2014-08-24,add,Karlos Dansby,draftpicks,DB
2014-08-24,add,Johnathan Cyprien,draftpicks,MP
2014-08-24,add,Leodis McKelvin,draftpicks,SC
2014-08-24,add,Darren Sproles,draftpicks,MW
2014-08-24,add,Lawrence Timmons,draftpicks,MW
2014-08-24,add,Knowshon Moreno,draftpicks,SC
2014-08-24,add,James Laurinaitis,draftpicks,MP
2014-08-24,add,Jason Pierre-Paul,draftpicks,DB
2014-08-24,add,Harrison Smith,draftpicks,TP
2014-08-24,add,Morgan Burnett,draftpicks,MM
2014-08-24,add,Julian Edelman,draftpicks,JC
2014-08-24,add,T.J. Ward,draftpicks,CR
2014-08-24,add,Pierre Thomas,draftpicks,TJ
2014-08-24,add,Joique Bell,draftpicks,BT
2014-08-24,add,Chad Greenway,draftpicks,BT
2014-08-24,add,Jerrell Freeman,draftpicks,TJ
2014-08-24,add,Steven Jackson,draftpicks,CR
2014-08-24,add,Alec Ogletree,draftpicks,JC
2014-08-24,add,Michael Floyd,draftpicks,MM
2014-08-24,add,Rob Ninkovich,draftpicks,TP
2014-08-24,add,Tyvon Branch,draftpicks,DB
2014-08-24,add,Mario Williams,draftpicks,MP
2014-08-24,add,Muhammad Wilkerson,draftpicks,SC
2014-08-24,add,Sammy Watkins,draftpicks,MW
2014-08-24,add,Steve Smith Sr.,draftpicks,MW
2014-08-24,add,Curtis Lofton,draftpicks,SC
2014-08-24,add,Reggie Wayne,draftpicks,MP
2014-08-24,add,Kenny Vaccaro,draftpicks,DB
2014-08-24,add,Paul Worrilow,draftpicks,TP
2014-08-24,add,Ray Rice,draftpicks,MM
2014-08-24,add,D'Qwell Jackson,draftpicks,JC
2014-08-24,add,Lamar Miller,draftpicks,CR
2014-08-24,add,Eric Berry,draftpicks,TJ
2014-08-24,add,Brian Cushing,draftpicks,BT
2014-08-24,add,Mark Barron,draftpicks,BT
2014-08-24,add,Mychal Kendricks,draftpicks,TJ
2014-08-24,add,Von Miller,draftpicks,CR
2014-08-24,add,Bernard Pollard,draftpicks,JC
2014-08-24,add,Wesley Woodyard,draftpicks,MM
2014-08-24,add,Antrel Rolle,draftpicks,TP
2014-08-24,add,Percy Harvin,draftpicks,DB
2014-08-24,add,Jay Cutler,draftpicks,MP
2014-08-24,add,Olivier Vernon,draftpicks,SC
2014-08-24,add,Khalil Mack,draftpicks,MW
2014-08-24,add,Justin Houston,draftpicks,MW
2014-08-24,add,Perry Riley,draftpicks,SC
2014-08-24,add,Earl Thomas,draftpicks,MP
2014-08-24,add,C.J. Mosley,draftpicks,DB
2014-08-24,add,Bishop Sankey,draftpicks,TP
2014-08-24,add,Stevie Brown,draftpicks,MM
2014-08-24,add,Jadeveon Clowney,draftpicks,JC
2014-08-24,add,Kam Chancellor,draftpicks,CR
2014-08-24,add,Carlos Dunlap,draftpicks,TJ
2014-08-24,add,Jared Allen,draftpicks,BT
2014-08-24,add,Nick Foles,draftpicks,BT
2014-08-24,add,Zach Ertz,draftpicks,TJ
2014-08-24,add,Lamarr Houston,draftpicks,CR
2014-08-24,add,Chris Long,draftpicks,JC
2014-08-24,add,Charles Tillman,draftpicks,MM
2014-08-24,add,James Ihedigbo,draftpicks,TP
2014-08-24,add,Roman Harper,draftpicks,DB
2014-08-24,add,Ezekiel Ansah,draftpicks,MP
2014-08-24,add,Matt Elam,draftpicks,SC
2014-08-24,add,Tyrann Mathieu,draftpicks,MW
2014-08-24,add,NaVorro Bowman,draftpicks,MW
2014-08-24,add,Marques Colston,draftpicks,SC
2014-08-24,add,Colin Kaepernick,draftpicks,MP
2014-08-24,add,Trent Richardson,draftpicks,DB
2014-08-24,add,Tony Romo,draftpicks,TP
2014-08-24,add,Andy Dalton,draftpicks,MM
2014-08-24,add,DeAngelo Hall,draftpicks,JC
2014-08-24,add,Prince Amukamara,draftpicks,CR
2014-08-24,add,Philip Rivers,draftpicks,TJ
2014-08-24,add,DeMeco Ryans,draftpicks,BT
2014-08-24,add,Michael Johnson,draftpicks,BT
2014-08-24,add,Danny Woodhead,draftpicks,TJ
2014-08-24,add,Jamie Collins,draftpicks,CR
2014-08-24,add,Cordarrelle Patterson,draftpicks,JC
2014-08-24,add,Maurice Jones-Drew,draftpicks,MM
2014-08-24,add,Stevan Ridley,draftpicks,TP
2014-08-24,add,Robert Griffin III,draftpicks,DB
2014-08-24,add,Kendall Wright,draftpicks,MP
2014-08-24,add,Torrey Smith,draftpicks,SC
2014-08-24,add,Josh McCown,draftpicks,MW
2014-08-24,add,Donte Whitner,draftpicks,MW
2014-08-24,add,Ben Roethlisberger,draftpicks,SC
2014-08-24,add,Robert Mathis,draftpicks,MP
2014-08-24,add,Ryan Shazier,draftpicks,DB
2014-08-24,add,Mike Wallace,draftpicks,TP
2014-08-24,add,Stephen Gostkowski,draftpicks,MM
2014-08-24,add,Darren McFadden,draftpicks,JC
2014-08-24,add,Terrance Williams,draftpicks,CR
2014-08-24,add,Malcolm Jenkins,draftpicks,TJ
2014-08-24,add,Golden Tate,draftpicks,BT
2014-08-24,add,Antoine Bethea,draftpicks,BT
2014-08-24,add,Jarrett Boykin,draftpicks,TJ
2014-08-24,add,Johnny Manziel,draftpicks,CR
2014-08-24,add,Dwayne Bowe,draftpicks,JC
2014-08-24,add,Danny Trevathan,draftpicks,MM
2014-08-24,add,Kyle Rudolph,draftpicks,TP
2014-08-24,add,Matt Prater,draftpicks,DB
2014-08-24,add,Carlos Hyde,draftpicks,MP
2014-08-24,add,Fred Jackson,draftpicks,SC
2014-08-24,add,Jeremy Maclin,draftpicks,MW
2014-08-24,add,Heath Miller,draftpicks,MW
2014-08-24,add,Reshad Jones,draftpicks,SC
2014-08-24,add,Patrick Peterson,draftpicks,MP
2014-08-24,add,Rueben Randle,draftpicks,DB
2014-08-24,add,Justin Tuck,draftpicks,TP
2014-08-24,add,Charles Clay,draftpicks,MM
2014-08-24,add,Tavon Austin,draftpicks,JC
2014-08-24,add,Ladarius Green,draftpicks,CR
2014-08-24,add,Zach Brown,draftpicks,TJ
2014-08-24,add,Marcell Dareus,draftpicks,BT
2014-08-24,add,Justin Tucker,draftpicks,BT
2014-08-24,add,Ndamukong Suh,draftpicks,TJ
2014-08-24,add,Robbie Gould,draftpicks,CR
2014-08-24,add,Bernard Pierce,draftpicks,JC
2014-08-24,add,Mike Evans,draftpicks,MM
2014-08-24,add,LaRon Landry,draftpicks,TP
2014-08-24,add,Charles Johnson,draftpicks,DB
2014-08-24,add,Donald Butler,draftpicks,MP
2014-08-24,add,Stephen Tulloch,draftpicks,SC
2014-08-24,add,Justin Smith,draftpicks,MW
2014-08-24,add,Jairus Byrd,draftpicks,MW
2014-08-24,add,Jurrell Casey,draftpicks,SC
2014-08-24,add,Dwayne Allen,draftpicks,MP
2014-08-24,add,Mark Ingram,draftpicks,DB
2014-08-24,add,Nick Roach,draftpicks,TP
2014-08-24,add,Thomas Davis,draftpicks,MM
2014-08-24,add,Clay Matthews,draftpicks,JC
2014-08-24,add,Mason Foster,draftpicks,CR
2014-08-24,add,Alterraun Verner,draftpicks,TJ
2014-08-24,add,Calvin Pryor,draftpicks,BT
2014-08-24,add,Antonio Gates,draftpicks,BT
2014-08-24,add,Kevin Minter,draftpicks,TJ
2014-08-24,add,Anquan Boldin,draftpicks,CR
2014-08-24,add,Alex Smith,draftpicks,JC
2014-08-24,add,Jeremy Hill,draftpicks,MM
2014-08-24,add,Cecil Shorts III,draftpicks,TP
2014-08-24,add,DeAndre Hopkins,draftpicks,DB
2014-08-24,add,Steven Hauschka,draftpicks,MP
2014-08-24,add,Riley Cooper,draftpicks,SC
2014-08-24,add,Phil Dawson,draftpicks,MW
2014-08-24,add,Hakeem Nicks,draftpicks,MW
2014-08-24,add,Mason Crosby,draftpicks,SC
2014-08-24,add,Terrance West,draftpicks,MP
2014-08-24,add,Lance Briggs,draftpicks,DB
2014-08-24,add,Matt Bryant,draftpicks,TP
2014-08-24,add,Marvin Jones,draftpicks,MM
2014-08-24,add,Blair Walsh,draftpicks,JC
2014-08-24,add,Ryan Clark,draftpicks,CR
2014-08-24,add,Adam Vinatieri,draftpicks,TJ
2014-08-24,add,Joe Haden,draftpicks,BT
2014-08-24,drop,Tavon Austin,JC,waivers
2014-08-27,drop,Justin Smith,MW,waivers
2014-08-27,add,Sheldon Richardson,waivers,MW
2014-08-27,drop,DeAndre Hopkins,DB,waivers
2014-08-27,add,Dan Bailey,waivers,DB
2014-08-27,drop,NaVorro Bowman,MW,waivers
2014-08-27,add,DeAndre Levy,waivers,MW
2014-08-27,drop,Charles Johnson,DB,waivers
2014-08-27,add,Gerald McCoy,waivers,DB
2014-08-27,drop,Hakeem Nicks,MW,waivers
2014-08-27,add,Kelvin Benjamin,waivers,MW
2014-08-27,add,Tim Wright,freeagents,JC
2014-08-27,drop,Heath Miller,MW,waivers
2014-08-27,add,Josh Gordon,freeagents,MW
2014-08-27,drop,Robert Mathis,MP,waivers
2014-08-27,add,Geno Atkins,freeagents,MP
2014-08-27,drop,Dwayne Allen,MP,waivers
2014-08-27,add,Tamba Hali,freeagents,MP
2014-08-27,drop,Josh Gordon,MW,waivers
2014-08-27,add,Charles Woodson,freeagents,MW
2014-08-27,drop,Matt Prater,DB,waivers
2014-08-27,add,Brandin Cooks,freeagents,DB
2014-08-30,drop,Terrance West,MP,waivers
2014-08-30,add,Benny Cunningham,freeagents,MP
2014-09-01,drop,Kevin Minter,TJ,waivers
2014-09-01,add,Barkevious Mingo,freeagents,TJ
2014-09-02,drop,Malcolm Jenkins,TJ,waivers
2014-09-02,add,William Moore,freeagents,TJ
2014-09-02,drop,Leodis McKelvin,SC,waivers
2014-09-02,add,D.J. Swearinger,freeagents,SC
2014-09-03,drop,Bobby Wagner,CR,waivers
2014-09-03,add,Andy Mulumba,freeagents,CR
2014-09-04,drop,Danny Trevathan,MM,waivers
2014-09-04,add,Louis Delmas,freeagents,MM
2014-09-05,drop,Steve Smith Sr.,MW,waivers
2014-09-05,add,LaMarr Woodley,freeagents,MW
2014-09-05,drop,Cecil Shorts III,TP,waivers
2014-09-05,add,Jonathan Dwyer,freeagents,TP
2014-09-05,drop,Andy Mulumba,CR,waivers
2014-09-05,add,Bobby Wagner,freeagents,CR
2014-09-07,drop,Antonio Gates,BT,waivers
2014-09-07,add,Josh Gordon,freeagents,BT
2014-09-10,drop,Marcell Dareus,BT,waivers
2014-09-10,add,Everson Griffen,waivers,BT
2014-09-10,drop,Ezekiel Ansah,MP,waivers
2014-09-10,add,Justin Smith,waivers,MP
2014-09-10,drop,Ray Rice,MM,waivers
2014-09-10,add,Justin Forsett,waivers,MM
2014-09-10,drop,Chris Long,JC,waivers
2014-09-10,add,Derrick Morgan,waivers,JC
2014-09-10,drop,LaMarr Woodley,MW,waivers
2014-09-10,add,Leodis McKelvin,waivers,MW
2014-09-10,drop,Zach Brown,TJ,waivers
2014-09-10,add,Nate Irving,waivers,TJ
2014-09-10,drop,Joe Haden,BT,waivers
2014-09-10,add,Ha Ha Clinton-Dix,waivers,BT
2014-09-10,drop,Geno Atkins,MP,waivers
2014-09-10,add,Eric Reid,waivers,MP
2014-09-10,drop,Derrick Johnson,MM,waivers
2014-09-10,add,Greg Jennings,waivers,MM
2014-09-10,drop,Jordan Reed,MW,waivers
2014-09-10,add,Travis Kelce,waivers,MW
2014-09-10,drop,Tamba Hali,MP,waivers
2014-09-10,add,Sio Moore,waivers,MP
2014-09-10,drop,Sheldon Richardson,MW,waivers
2014-09-10,add,Jason Hatcher,waivers,MW
2014-09-10,drop,Benny Cunningham,MP,waivers
2014-09-10,add,Shonn Greene,waivers,MP
2014-09-10,drop,Darren McFadden,JC,waivers
2014-09-10,add,Markus Wheaton,freeagents,JC
2014-09-10,drop,Patrick Peterson,MP,waivers
2014-09-10,add,Malcolm Jenkins,freeagents,MP
2014-09-10,drop,Donald Butler,MP,waivers
2014-09-10,add,Terrance West,freeagents,MP
2014-09-11,drop,Marvin Jones,MM,waivers
2014-09-11,add,Danny Trevathan,freeagents,MM
2014-09-11,drop,Lance Briggs,DB,waivers
2014-09-11,add,A.J. Hawk,freeagents,DB
2014-09-12,drop,Malcolm Jenkins,MP,waivers
2014-09-12,add,Ahmad Bradshaw,freeagents,MP
2014-09-12,drop,Ladarius Green,CR,waivers
2014-09-12,add,Matt Asiata,freeagents,CR
2014-09-12,drop,Tim Wright,JC,waivers
2014-09-12,add,Chris Ivory,freeagents,JC
2014-09-14,trade,Brian Cushing,BT,MP
2014-09-14,trade,Calvin Pryor,BT,MP
2014-09-14,trade,Sio Moore,MP,BT
2014-09-14,trade,Shonn Greene,MP,BT
2014-09-14,drop,Alterraun Verner,TJ,waivers
2014-09-14,add,K.J. Wright,freeagents,TJ
2014-09-17,drop,Ha Ha Clinton-Dix,BT,waivers
2014-09-17,add,Knile Davis,waivers,BT
2014-09-17,drop,Louis Delmas,MM,waivers
2014-09-17,add,Antoine Cason,waivers,MM
2014-09-17,drop,Carlos Hyde,MP,waivers
2014-09-17,add,Antonio Gates,waivers,MP
2014-09-17,drop,Jairus Byrd,MW,waivers
2014-09-17,add,Delanie Walker,waivers,MW
2014-09-17,drop,Jadeveon Clowney,JC,waivers
2014-09-17,add,Kyle Fuller,waivers,JC
2014-09-17,drop,A.J. Hawk,DB,waivers
2014-09-17,add,Willie Young,waivers,DB
2014-09-17,drop,Ben Tate,BT,waivers
2014-09-17,add,Kirk Cousins,waivers,BT
2014-09-17,drop,Stevie Brown,MM,waivers
2014-09-17,add,Dashon Goldson,waivers,MM
2014-09-17,drop,Eric Reid,MP,waivers
2014-09-17,add,Michael Bennett,freeagents,MP
2014-09-17,add,Fletcher Cox,freeagents,MM
2014-09-17,drop,Jason Witten,MM,waivers
2014-09-17,add,Larry Donnell,freeagents,MM
2014-09-17,drop,Alex Smith,JC,waivers
2014-09-17,add,Jordan Reed,freeagents,JC
2014-09-17,drop,Ryan Mathews,CR,waivers
2014-09-17,add,Zaviar Gooden,freeagents,CR
2014-09-17,drop,Jared Allen,BT,waivers
2014-09-17,add,Da'Norris Searcy,freeagents,BT
2014-09-17,drop,Jarrett Boykin,TJ,waivers
2014-09-17,add,Terence Newman,freeagents,TJ
2014-09-18,drop,Justin Smith,MP,waivers
2014-09-18,add,Bobby Rainey,freeagents,MP
2014-09-18,drop,Vontaze Burfict,DB,waivers
2014-09-18,add,Brandon Marshall,freeagents,DB
2014-09-18,drop,Barkevious Mingo,TJ,waivers
2014-09-18,add,Keenan Robinson,freeagents,TJ
2014-09-20,trade,Calais Campbell,DB,BT
2014-09-20,trade,Knile Davis,BT,DB
2014-09-20,drop,Robert Griffin III,DB,waivers
2014-09-20,add,Preston Brown,freeagents,DB
2014-09-21,drop,Sio Moore,BT,waivers
2014-09-21,add,Vontaze Burfict,waivers,BT
2014-09-21,drop,Kirk Cousins,BT,waivers
2014-09-21,add,Niles Paul,freeagents,BT
2014-09-23,drop,Tyvon Branch,DB,waivers
2014-09-24,drop,Niles Paul,BT,waivers
2014-09-24,add,Lorenzo Taliaferro,waivers,BT
2014-09-24,drop,Maurice Jones-Drew,MM,waivers
2014-09-24,add,Donald Brown,waivers,MM
2014-09-24,drop,Michael Bennett,MP,waivers
2014-09-24,add,Tamba Hali,waivers,MP
2014-09-24,add,Jelani Jenkins,waivers,TJ
2014-09-24,drop,Josh McCown,MW,waivers
2014-09-24,add,Dominique Rodgers-Cromartie,waivers,MW
2014-09-24,drop,Dwayne Bowe,JC,waivers
2014-09-24,add,Sheldon Richardson,waivers,JC
2014-09-24,add,Aaron Williams,waivers,DB
2014-09-24,drop,Michael Johnson,BT,waivers
2014-09-24,add,Mario Addison,waivers,BT
2014-09-24,drop,Charles Clay,MM,waivers
2014-09-24,add,Steve Smith Sr.,waivers,MM
2014-09-24,drop,Antonio Gates,MP,waivers
2014-09-24,add,Alterraun Verner,waivers,MP
2014-09-24,drop,Chris Johnson,MW,waivers
2014-09-24,add,Corey Liuget,waivers,MW
2014-09-24,drop,Dennis Pitta,JC,waivers
2014-09-24,add,Jason Witten,waivers,JC
2014-09-24,drop,Thomas Davis,MM,waivers
2014-09-24,add,Demario Davis,waivers,MM
2014-09-24,drop,Steven Hauschka,MP,waivers
2014-09-24,add,Shaun Suisham,waivers,MP
2014-09-24,drop,DeAngelo Hall,JC,waivers
2014-09-24,add,Kirk Cousins,waivers,JC
2014-09-24,drop,Greg Hardy,MM,waivers
2014-09-24,add,Reggie Nelson,waivers,MM
2014-09-24,drop,Bernard Pierce,JC,waivers
2014-09-24,add,Ryan Kerrigan,waivers,JC
2014-09-24,drop,Larry Fitzgerald,DB,waivers
2014-09-24,add,Tahir Whitehead,freeagents,DB
2014-09-24,drop,Roman Harper,DB,waivers
2014-09-24,add,David Amerson,freeagents,DB
2014-09-24,drop,Jordan Reed,JC,waivers
2014-09-24,add,Antonio Allen,freeagents,JC
2014-09-24,drop,Terrance West,MP,waivers
2014-09-24,add,Sen'Derrick Marks,freeagents,MP
2014-09-24,drop,Phil Dawson,MW,waivers
2014-09-24,add,Cody Parkey,freeagents,MW
2014-09-24,drop,Terence Newman,TJ,waivers
2014-09-24,add,Corey Graham,freeagents,TJ
2014-09-24,drop,Jerrell Freeman,TJ,waivers
2014-09-24,add,Anthony Hitchens,freeagents,TJ
2014-09-24,add,Khiry Robinson,freeagents,SC
2014-09-24,drop,Mason Foster,CR,waivers
2014-09-24,add,Devin McCourty,freeagents,CR
2014-09-24,drop,Ryan Clark,CR,waivers
2014-09-24,add,Malcolm Jenkins,freeagents,CR
2014-09-24,drop,Anquan Boldin,CR,waivers
2014-09-24,add,Bruce Carter,freeagents,CR
2014-09-24,drop,Jonathan Dwyer,TP,waivers
2014-09-24,add,DeAndre Hopkins,freeagents,TP
2014-09-24,drop,Sen'Derrick Marks,MP,waivers
2014-09-24,add,DeAngelo Williams,freeagents,MP
2014-09-25,drop,Chad Greenway,BT,waivers
2014-09-25,add,Anthony Barr,freeagents,BT
2014-09-27,trade,Mark Ingram,DB,MW
2014-09-27,trade,Darren Sproles,MW,DB
2014-09-27,trade,Kendall Wright,MP,TP
2014-09-27,trade,Justin Tuck,TP,MP
2014-09-27,drop,Johnny Manziel,CR,waivers
2014-09-27,add,Antonio Gates,waivers,CR
2014-09-28,drop,Da'Norris Searcy,BT,waivers
2014-09-28,add,Kendrick Lewis,freeagents,BT
2014-09-28,drop,Kyle Rudolph,TP,waivers
2014-09-28,add,Tony Jefferson,freeagents,TP
2014-09-30,drop,Danny Woodhead,TJ,waivers
2014-10-01,drop,Ryan Shazier,DB,waivers
2014-10-01,add,Trumaine McBride,freeagents,DB
2014-10-01,drop,Shonn Greene,BT,waivers
2014-10-01,add,Ben Tate,waivers,BT
2014-10-01,drop,DeAngelo Williams,MP,waivers
2014-10-01,add,Michael Johnson,waivers,MP
2014-10-01,drop,Mike Evans,MM,waivers
2014-10-01,add,Eddie Royal,waivers,MM
2014-10-01,add,Patrick Peterson,waivers,TJ
2014-10-01,drop,Kirk Cousins,JC,waivers
2014-10-01,add,Jerick McKinnon,waivers,JC
2014-10-01,drop,Bruce Carter,CR,waivers
2014-10-01,add,Anquan Boldin,waivers,CR
2014-10-01,drop,LaRon Landry,TP,waivers
2014-10-01,add,Marcell Dareus,waivers,TP
2014-10-01,drop,Mario Addison,BT,waivers
2014-10-01,add,Michael Bennett,waivers,BT
2014-10-01,drop,Bobby Rainey,MP,waivers
2014-10-01,add,Heath Miller,waivers,MP
2014-10-01,drop,Derrick Morgan,JC,waivers
2014-10-01,add,Dwayne Allen,waivers,JC
2014-10-01,drop,Tom Brady,BT,waivers
2014-10-01,add,Eli Manning,waivers,BT
2014-10-01,drop,Shaun Suisham,MP,waivers
2014-10-01,add,Phil Dawson,waivers,MP
2014-10-01,drop,Alterraun Verner,MP,waivers
2014-10-01,add,Dawan Landry,waivers,MP
2014-10-01,drop,Antonio Allen,JC,waivers
2014-10-01,add,Jordan Reed,freeagents,JC
2014-10-01,drop,Jason Hatcher,MW,waivers
2014-10-01,add,Roy Helu Jr.,freeagents,MW
2014-10-01,drop,Nick Roach,TP,waivers
2014-10-01,add,A.J. Hawk,freeagents,TP
2014-10-01,drop,Phil Dawson,MP,waivers
2014-10-01,add,Nick Novak,freeagents,MP
2014-10-02,drop,Corey Liuget,MW,waivers
2014-10-02,add,Cameron Heyward,freeagents,MW
2014-10-02,drop,Dashon Goldson,MM,waivers
2014-10-02,add,Johnathan Joseph,freeagents,MM
2014-10-03,drop,Dominique Rodgers-Cromartie,MW,waivers
2014-10-03,add,Kirk Cousins,waivers,MW
2014-10-04,trade,Antoine Bethea,BT,TJ
2014-10-04,trade,Nick Foles,BT,TJ
2014-10-04,trade,Philip Rivers,TJ,BT
2014-10-04,drop,Anthony Hitchens,TJ,waivers
2014-10-04,add,Ryan Mundy,freeagents,BT
2014-10-04,drop,Anthony Barr,BT,waivers
2014-10-04,add,Larry Foote,freeagents,BT
2014-10-04,drop,Eli Manning,BT,waivers
2014-10-04,add,Jared Cook,freeagents,BT
2014-10-07,drop,Bernard Pollard,JC,waivers
2014-10-08,drop,Lorenzo Taliaferro,BT,waivers
2014-10-08,add,Andre Williams,waivers,BT
2014-10-08,drop,Tamba Hali,MP,waivers
2014-10-08,add,Branden Oliver,waivers,MP
2014-10-08,drop,Jelani Jenkins,TJ,waivers
2014-10-08,add,Ronnie Hillman,waivers,TJ
2014-10-08,drop,Cameron Heyward,MW,waivers
2014-10-08,add,Justin Smith,waivers,MW
2014-10-08,drop,Aaron Williams,DB,waivers
2014-10-08,add,Perrish Cox,waivers,DB
2014-10-08,drop,Anquan Boldin,CR,waivers
2014-10-08,add,Tom Brady,waivers,CR
2014-10-08,drop,Doug Martin,BT,waivers
2014-10-08,add,Cortez Allen,waivers,BT
2014-10-08,drop,Nick Novak,MP,waivers
2014-10-08,add,Benny Cunningham,waivers,MP
2014-10-08,drop,David Amerson,DB,waivers
2014-10-08,add,Chris Harris Jr.,waivers,DB
2014-10-08,drop,Tyrann Mathieu,MW,waivers
2014-10-08,add,George Winn,freeagents,MW
2014-10-08,add,Tramon Williams,freeagents,JC
2014-10-08,drop,Jason Witten,JC,waivers
2014-10-08,add,Brian Quick,freeagents,JC
2014-10-08,drop,Brandon Marshall,DB,waivers
2014-10-08,add,Mohamed Sanu,freeagents,DB
2014-10-09,drop,Adrian Peterson,JC,waivers
2014-10-09,add,Odell Beckham Jr.,freeagents,JC
2014-10-09,drop,Reshad Jones,SC,waivers
2014-10-09,add,Jerrell Freeman,freeagents,SC
2014-10-10,drop,Riley Cooper,SC,waivers
2014-10-10,add,Brandon Marshall,waivers,SC
2014-10-10,drop,Darren Sproles,DB,waivers
2014-10-10,add,Jason Witten,waivers,DB
2014-10-10,drop,Cody Parkey,MW,waivers
2014-10-10,add,Nick Novak,freeagents,MW
2014-10-10,drop,George Winn,MW,waivers
2014-10-10,add,Michael Griffin,freeagents,MW
2014-10-11,drop,Benny Cunningham,MP,waivers
2014-10-11,add,Matt Prater,freeagents,MP
2014-10-12,trade,Kelvin Benjamin,MW,MP
