Date,Type,Player/Pick,Source,Destination
2016-08-27,add,Latavius Murray,draftpicks,MM
2016-08-27,add,NaVorro Bowman,draftpicks,BT
2016-08-27,add,Telvin Smith,draftpicks,BT
2016-08-27,add,Randall Cobb,draftpicks,MM
2016-08-27,add,DeMarco Murray,draftpicks,TJ
2016-08-27,add,Reshad Jones,draftpicks,CR
2016-08-27,add,Jamie Collins,draftpicks,MP
2016-08-27,add,Carlos Hyde,draftpicks,TP
2016-08-27,add,Aaron Donald,draftpicks,JC
2016-08-27,add,Carlos Dunlap,draftpicks,DB
2016-08-27,add,Alec Ogletree,draftpicks,MW
2016-08-27,add,Sean Lee,draftpicks,SC
2016-08-27,add,Landon Collins,draftpicks,Sc
2016-08-27,add,Andrew Luck,draftpicks,MW
2016-08-27,add,Jonathan Stewart,draftpicks,DB
2016-08-27,add,Robert Quinn,draftpicks,JC
2016-08-27,add,Travis Kelce,draftpicks,TP
2016-08-27,add,Muhammad Wilkerson,draftpicks,MP
2016-08-27,add,Drew Brees,draftpicks,CR
2016-08-27,add,Amari Cooper,draftpicks,TJ
2016-08-27,add,DeAndre Levy,draftpicks,MM
2016-08-27,add,Jeremy Maclin,draftpicks,BT
2016-08-27,add,Jeremy Hill,draftpicks,BT
2016-08-27,add,Bobby Wagner,draftpicks,MM
2016-08-27,add,Calais Campbell,draftpicks,TJ
2016-08-27,add,Derrick Johnson,draftpicks,CR
2016-08-27,add,Ryan Shazier,draftpicks,MP
2016-08-27,add,D'Qwell Jackson,draftpicks,TP
2016-08-27,add,Harrison Smith,draftpicks,BT
2016-08-27,add,Brandon Marshall,draftpicks,DB
2016-08-27,add,Fletcher Cox,draftpicks,MW
2016-08-27,add,Jeremy Langford,draftpicks,SC
2016-08-27,add,Eric Weddle,draftpicks,SC
2016-08-27,add,Coby Fleener,draftpicks,BT
2016-08-27,add,DeAndre Hopkins,draftpicks,DB
2016-08-27,add,Deone Bucannon,draftpicks,JC
2016-08-27,add,Ben Roethlisberger,draftpicks,TP
2016-08-27,add,Donte Moncrief,draftpicks,MP
2016-08-27,add,Ha Ha Clinton-Dix,draftpicks,CR
2016-08-27,add,Jordan Hicks,draftpicks,TJ
2016-08-27,add,Everson Griffen,draftpicks,MM
2016-08-27,add,Morgan Burnett,draftpicks,BT
2016-08-27,add,Doug Baldwin,draftpicks,BT
2016-08-27,add,Danny Woodhead,draftpicks,MM
2016-08-27,add,Paul Posluszny,draftpicks,TJ
2016-08-27,add,Ezekiel Ansah,draftpicks,CR
2016-08-27,add,Mike Evans,draftpicks,MP
2016-08-27,add,Cameron Jordan,draftpicks,TP
2016-08-27,add,Odell Beckham Jr.,draftpicks,JC
2016-08-27,add,C.J. Mosley,draftpicks,DB
2016-08-27,add,Eric Kendricks,draftpicks,BT
2016-08-27,add,Giovani Bernard,draftpicks,SC
2016-08-27,add,Eric Decker,draftpicks,SC
2016-08-27,add,Kelvin Benjamin,draftpicks,MW
2016-08-27,add,Brandon Marshall,draftpicks,DB
2016-08-27,add,Sammy Watkins,draftpicks,JC
2016-08-27,add,Larry Fitzgerald,draftpicks,TP
2016-08-27,add,Jabaal Sheard,draftpicks,MP
2016-08-27,add,Allen Robinson,draftpicks,CR
2016-08-27,add,Malcolm Jenkins,draftpicks,TJ
2016-08-27,add,Cam Newton,draftpicks,MM
2016-08-27,add,Tyrann Mathieu,draftpicks,BT
2016-08-27,add,Jordy Nelson,draftpicks,MW
2016-08-27,add,Corey Graham,draftpicks,MM
2016-08-27,add,Jarvis Landry,draftpicks,TJ
2016-08-27,add,Thomas Rawls,draftpicks,CR
2016-08-27,add,David Johnson,draftpicks,MP
2016-08-27,add,Devonta Freeman,draftpicks,TP
2016-08-27,add,Gary Barnidge,draftpicks,JC
2016-08-27,add,Kenny Vaccaro,draftpicks,DB
2016-08-27,add,Jordan Reed,draftpicks,MW
2016-08-27,add,Khalil Mack,draftpicks,BT
2016-08-27,add,Jason Pierre-Paul,draftpicks,SC
2016-08-27,add,Rashad Jennings,draftpicks,MW
2016-08-27,add,Ryan Mathews,draftpicks,BT
2016-08-27,add,Danny Trevathan,draftpicks,JC
2016-08-27,add,Kiko Alonso,draftpicks,TP
2016-08-27,add,Delanie Walker,draftpicks,MP
2016-08-27,add,Michael Floyd,draftpicks,CR
2016-08-27,add,T.J. Yeldon,draftpicks,TJ
2016-08-27,add,Olivier Vernon,draftpicks,MM
2016-08-27,add,Barry Church,draftpicks,MW
2016-08-27,add,Eric Berry,draftpicks,JC
2016-08-27,add,Kwon Alexander,draftpicks,MM
2016-08-27,add,Antoine Bethea,draftpicks,TJ
2016-08-27,add,Lawrence Timmons,draftpicks,CR
2016-08-27,add,Johnathan Cyprien,draftpicks,MP
2016-08-27,add,Mychal Kendricks,draftpicks,TP
2016-08-27,add,Malcolm Smith,draftpicks,JC
2016-08-27,add,Mario Williams,draftpicks,DB
2016-08-27,add,Josh Norman,draftpicks,MW
2016-08-27,add,Denzel Perryman,draftpicks,SC
2016-08-27,add,Kawann Short,draftpicks,SC
2016-08-27,add,Golden Tate,draftpicks,MW
2016-08-27,add,Arian Foster,draftpicks,MP
2016-08-27,add,T.J. McDonald,draftpicks,JC
2016-08-27,add,Cameron Heyward,draftpicks,TP
2016-08-27,add,Michael Bennett,draftpicks,BT
2016-08-27,add,Frank Gore,draftpicks,CR
2016-08-27,add,Karlos Dansby,draftpicks,TJ
2016-08-27,add,Bashaud Breeland,draftpicks,MM
2016-08-27,add,Philip Rivers,draftpicks,BT
2016-08-27,add,Jordan Matthews,draftpicks,DB
2016-08-27,add,Kurt Coleman,draftpicks,MM
2016-08-27,add,Antonio Gates,draftpicks,TJ
2016-08-27,add,Geno Atkins,draftpicks,CR
2016-08-27,add,Tom Brady,draftpicks,MP
2016-08-27,add,Kam Chancellor,draftpicks,TP
2016-08-27,add,Jelani Jenkins,draftpicks,JC
2016-08-27,add,Earl Thomas,draftpicks,DB
2016-08-27,add,Mark Barron,draftpicks,MW
2016-08-27,add,Reggie Nelson,draftpicks,SC
2016-08-27,add,John Brown,draftpicks,SC
2016-08-27,add,Duke Johnson Jr.,draftpicks,MW
2016-08-27,add,Melvin Gordon,draftpicks,DB
2016-08-27,add,Julian Edelman,draftpicks,JC
2016-08-27,add,Calvin Pryor,draftpicks,TP
2016-08-27,add,Preston Brown,draftpicks,DB
2016-08-27,add,Jerrell Freeman,draftpicks,CR
2016-08-27,add,Vontaze Burfict,draftpicks,TJ
2016-08-27,add,Zach Ertz,draftpicks,MM
2016-08-27,add,Rob Ninkovich,draftpicks,BT
2016-08-27,add,Ibraheim Campbell,draftpicks,MP
2016-08-27,add,Emmanuel Sanders,draftpicks,MM
2016-08-27,add,Ndamukong Suh,draftpicks,TJ
2016-08-27,add,T.J. Ward,draftpicks,CR
2016-08-27,add,Kevin White,draftpicks,MP
2016-08-27,add,Phillip Dorsett,draftpicks,TP
2016-08-27,add,Travis Benjamin,draftpicks,JC
2016-08-27,add,Clayton Geathers,draftpicks,MP
2016-08-27,add,Marcus Peters,draftpicks,MW
2016-08-27,add,DeSean Jackson,draftpicks,SC
2016-08-27,add,Demario Davis,draftpicks,SC
2016-08-27,add,Chris Ivory,draftpicks,MW
2016-08-27,add,Mike Adams,draftpicks,DB
2016-08-27,add,Isaiah Crowell,draftpicks,JC
2016-08-27,add,Karl Joseph,draftpicks,TP
2016-08-27,add,Allen Hurns,draftpicks,DB
2016-08-27,add,Ron Parker,draftpicks,CR
2016-08-27,add,Willie Snead,draftpicks,TJ
2016-08-27,add,Matt Jones,draftpicks,MM
2016-08-27,add,Stephone Anthony,draftpicks,BT
2016-08-27,add,Chandler Jones,draftpicks,SC
2016-08-27,add,Julius Thomas,draftpicks,MM
2016-08-27,add,DeAngelo Hall,draftpicks,TJ
2016-08-27,add,Martellus Bennett,draftpicks,CR
2016-08-27,add,Justin Forsett,draftpicks,MP
2016-08-27,add,Ameer Abdullah,draftpicks,TP
2016-08-27,add,Sterling Shepard,draftpicks,JC
2016-08-27,add,Jurrell Casey,draftpicks,DB
2016-08-27,add,Sheldon Richardson,draftpicks,MW
2016-08-27,add,Robert Ayers,draftpicks,SC
2016-08-27,add,Dwayne Allen,draftpicks,SC
2016-08-27,add,Jason McCourty,draftpicks,MW
2016-08-27,add,Derek Carr,draftpicks,DB
2016-08-27,add,DeAngelo Williams,draftpicks,JC
2016-08-27,add,Thomas Davis,draftpicks,TP
2016-08-27,add,Dante Fowler Jr.,draftpicks,MP
2016-08-27,add,Kirk Cousins,draftpicks,CR
2016-08-27,add,Charles Sims,draftpicks,TJ
2016-08-27,add,Marvin Jones,draftpicks,MM
2016-08-27,add,Josh Gordon,draftpicks,BT
2016-08-27,add,Da'Norris Searcy,draftpicks,BT
2016-08-27,add,Tyler Lockett,draftpicks,MM
2016-08-27,add,Stephon Tuitt,draftpicks,TJ
2016-08-27,add,Stephen Gostkowski,draftpicks,CR
2016-08-27,add,Derrick Henry,draftpicks,MP
2016-08-27,add,Cameron Wake,draftpicks,TP
2016-08-27,add,De'Vondre Campbell,draftpicks,JC
2016-08-27,add,Anthony Barr,draftpicks,DB
2016-08-27,add,James Laurinaitis,draftpicks,MW
2016-08-27,add,Keanu Neal,draftpicks,SC
2016-08-27,add,Carson Palmer,draftpicks,SC
2016-08-27,add,Jameis Winston,draftpicks,MW
2016-08-27,add,Michael Griffin,draftpicks,DB
2016-08-27,add,Zach Miller,draftpicks,JC
2016-08-27,add,Su'a Cravens,draftpicks,TP
2016-08-27,add,Eli Manning,draftpicks,MP
2016-08-27,add,Paul Worrilow,draftpicks,CR
2016-08-27,add,Ryan Fitzpatrick,draftpicks,TJ
2016-08-27,add,Keenan Robinson,draftpicks,MM
2016-08-27,add,Tyler Eifert,draftpicks,BT
2016-08-27,add,Tevin Coleman,draftpicks,BT
2016-08-27,add,Leonard Williams,draftpicks,MM
2016-08-27,add,Bilal Powell,draftpicks,TJ
2016-08-27,add,Corey Coleman,draftpicks,CR
2016-08-27,add,Ben Heeney,draftpicks,MP
2016-08-27,add,Rishard Matthews,draftpicks,TP
2016-08-27,add,Jay Ajayi,draftpicks,JC
2016-08-27,add,Jimmy Graham,draftpicks,DB
2016-08-27,add,Stephen Tulloch,draftpicks,MW
2016-08-27,add,DeVante Parker,draftpicks,SC
2016-08-27,add,LeGarrette Blount,draftpicks,SC
2016-08-27,add,Laquon Treadwell,draftpicks,MW
2016-08-27,add,Torrey Smith,draftpicks,DB
2016-08-27,add,Justin Houston,draftpicks,JC
2016-08-27,add,Jerick McKinnon,draftpicks,TP
2016-08-27,add,Deion Jones,draftpicks,MP
2016-08-27,add,Devontae Booker,draftpicks,CR
2016-08-27,add,Michael Crabtree,draftpicks,TJ
2016-08-27,add,Prince Amukamara,draftpicks,MM
2016-08-27,add,Justin Tucker,draftpicks,BT
2016-08-27,add,Blake Bortles,draftpicks,BT
2016-08-27,add,Mason Crosby,draftpicks,MM
2016-08-27,add,Robbie Gould,draftpicks,TJ
2016-08-27,add,Jerry Hughes,draftpicks,CR
2016-08-27,add,Steven Hauschka,draftpicks,MP
2016-08-27,add,Chandler Catanzaro,draftpicks,TP
2016-08-27,add,Blair Walsh,draftpicks,JC
2016-08-27,add,Brandon McManus,draftpicks,DB
2016-08-27,add,Dan Bailey,draftpicks,MW
2016-08-27,add,Adam Vinatieri,draftpicks,SC
2016-08-29,drop,Laquon Treadwell,MW,waivers
2016-08-29,add,Stefon Diggs,waivers,MW
2016-08-29,drop,Dante Fowler Jr.,MP,waivers
2016-08-29,add,Christine Michael,freeagents,MP
2016-08-29,drop,Jason McCourty,MW,waivers
2016-08-29,add,Vincent Jackson,freeagents,MW
2016-08-29,drop,Sheldon Richardson,MW,waivers
2016-08-29,add,David Harris,freeagents,MW
2016-08-30,drop,Stefon Diggs,MW,waivers
2016-08-30,add,Chris Johnson,freeagents,MW
2016-08-31,drop,Clayton Geathers,MP,waivers
2016-08-31,add,Tony Jefferson,freeagents,MP
2016-09-03,drop,Justin Forsett,MP,waivers
2016-09-03,add,Cliff Avril,freeagents,MP
2016-09-03,drop,Vincent Jackson,MW,waivers
2016-09-03,add,Spencer Ware,freeagents,MW
2016-09-03,drop,James Laurinaitis,MW,waivers
2016-09-03,add,Emmanuel Ogbah,freeagents,MW
2016-09-05,drop,Chris Johnson,MW,waivers
2016-09-05,add,Will Fuller V,freeagents,MW
2016-09-06,drop,Robbie Gould,TJ,waivers
2016-09-06,add,Graham Gano,freeagents,TJ
2016-09-07,drop,Stephen Tulloch,MW,waivers
2016-09-07,add,Tavon Austin,freeagents,MW
2016-09-07,drop,Michael Griffin,DB,waivers
2016-09-10,drop,Ryan Fitzpatrick,TJ,waivers
2016-09-10,add,Matthew Stafford,freeagents,TJ
2016-09-14,add,Theo Riddick,waivers,DB
2016-09-14,drop,Emmanuel Ogbah,MW,waivers
2016-09-14,add,K.J. Wright,waivers,MW
2016-09-14,drop,Cliff Avril,MP,waivers
2016-09-14,add,Danielle Hunter,waivers,MP
2016-09-14,drop,Stephone Anthony,BT,waivers
2016-09-14,add,Mason Foster,waivers,BT
2016-09-14,drop,Tavon Austin,MW,waivers
2016-09-14,add,Mike Wallace,freeagents,MW
2016-09-14,drop,Deion Jones,MP,waivers
2016-09-14,add,Eric Ebron,freeagents,MP
2016-09-14,drop,Chris Ivory,MW,waivers
2016-09-14,add,Jalen Richard,freeagents,MW
2016-09-14,drop,Josh Norman,MW,waivers
2016-09-14,add,Isa Abdul-Quddus,freeagents,MW
2016-09-15,drop,Mychal Kendricks,TP,waivers
2016-09-15,add,Benardrick McKinney,freeagents,TP
2016-09-15,drop,Paul Worrilow,CR,waivers
2016-09-15,add,Von Miller,freeagents,CR
2016-09-15,drop,Justin Houston,JC,waivers
2016-09-15,add,Anthony Hitchens,freeagents,JC
2016-09-15,drop,Jay Ajayi,JC,waivers
2016-09-15,add,Justin Forsett,freeagents,JC
2016-09-15,drop,Torrey Smith,DB,waivers
2016-09-15,add,Chris Long,freeagents,DB
2016-09-17,drop,Keenan Robinson,MM,waivers
2016-09-17,add,Sio Moore,freeagents,MM
2016-09-21,drop,Devontae Booker,CR,waivers
2016-09-21,add,Corbin Bryant,waivers,CR
2016-09-21,drop,Keanu Neal,SC,waivers
2016-09-21,add,Stefon Diggs,waivers,SC
2016-09-21,drop,Kevin White,MP,waivers
2016-09-21,add,Craig Robertson,waivers,MP
2016-09-21,drop,Bilal Powell,TJ,waivers
2016-09-21,add,Ronald Darby,waivers,TJ
2016-09-21,drop,Duke Johnson Jr.,MW,waivers
2016-09-21,add,Fozzy Whittaker,waivers,MW
2016-09-21,drop,Eric Ebron,MP,waivers
2016-09-21,add,Matt Asiata,waivers,MP
2016-09-21,drop,Jalen Richard,MW,waivers
2016-09-21,add,Dennis Pitta,waivers,MW
2016-09-21,drop,Ben Heeney,MP,waivers
2016-09-21,add,Tahir Whitehead,waivers,MP
2016-09-21,drop,Isa Abdul-Quddus,MW,waivers
2016-09-21,add,Dante Fowler Jr.,waivers,MW
2016-09-21,drop,Coby Fleener,BT,waivers
2016-09-21,add,Jacob Tamme,freeagents,BT
2016-09-21,drop,Earl Thomas,DB,waivers
2016-09-21,add,Andrew Sendejo,freeagents,DB
2016-09-21,drop,Anthony Barr,DB,waivers
2016-09-21,add,Will Compton,freeagents,DB
2016-09-21,drop,Mario Williams,DB,waivers
2016-09-21,add,Linval Joseph,freeagents,DB
2016-09-21,drop,Matt Asiata,MP,waivers
2016-09-21,add,Dwayne Washington,freeagents,MP
2016-09-21,drop,Donte Moncrief,MP,waivers
2016-09-21,add,Tyrell Williams,freeagents,MP
2016-09-21,drop,David Harris,MW,waivers
2016-09-21,add,Matt Ryan,freeagents,MW
2016-09-22,add,Jason Witten,freeagents,SC
2016-09-22,drop,Ibraheim Campbell,MP,waivers
2016-09-22,add,David Bruton Jr.,freeagents,MP
2016-09-22,add,Ryan Tannehill,freeagents,TJ
2016-09-22,drop,Morgan Burnett,BT,waivers
2016-09-22,add,Brandon Flowers,freeagents,BT
2016-09-23,drop,Rashad Jennings,MW,waivers
2016-09-23,add,Chris Ivory,freeagents,MW
2016-09-23,drop,Antonio Gates,TJ,waivers
2016-09-23,add,Eric Ebron,freeagents,TJ
2016-09-24,drop,Fozzy Whittaker,MW,waivers
2016-09-24,add,Cameron Artis-Payne,freeagents,MW
2016-09-24,drop,Arian Foster,MP,waivers
2016-09-24,add,Coby Fleener,freeagents,MP
2016-09-25,drop,Danny Woodhead,MM,waivers
2016-09-25,add,Shane Vereen,freeagents,MM
2016-09-25,drop,Mason Crosby,MM,waivers
2016-09-25,add,Chris Boswell,freeagents,MM
2016-09-25,add,Trae Waynes,freeagents,TP
2016-09-25,drop,Cameron Wake,TP,waivers
2016-09-25,add,Timmy Jernigan,freeagents,TP
2016-09-28,drop,Calvin Pryor,TP,waivers
2016-09-28,add,David Amerson,waivers,TP
2016-09-28,drop,Jurrell Casey,DB,waivers
2016-09-28,add,Jacoby Glenn,waivers,DB
2016-09-28,drop,Matt Ryan,MW,waivers
2016-09-28,add,Jordan Howard,waivers,MW
2016-09-28,drop,Ryan Mathews,BT,waivers
2016-09-28,add,Brandon Graham,waivers,BT
2016-09-28,drop,DeAngelo Hall,TJ,waivers
2016-09-28,add,Terrelle Pryor Sr.,waivers,TJ
2016-09-28,drop,Craig Robertson,MP,waivers
2016-09-28,add,Deion Jones,waivers,MP
2016-09-28,drop,Chris Long,DB,waivers
2016-09-28,add,Josh Norman,waivers,DB
2016-09-28,drop,J.J. Watt,MW,waivers
2016-09-28,add,Trent Murphy,waivers,MW
2016-09-28,drop,Ryan Tannehill,TJ,waivers
2016-09-28,add,Adam Jones,waivers,TJ
2016-09-28,drop,Mike Wallace,MW,waivers
2016-09-28,add,Steve Smith Sr.,waivers,MW
2016-09-28,drop,Chris Ivory,MW,waivers
2016-09-28,add,Joey Bosa,waivers,MW
2016-09-28,drop,Tahir Whitehead,MP,waivers
2016-09-28,add,Clayton Geathers,freeagents,MP
2016-09-28,drop,Da'Norris Searcy,BT,waivers
2016-09-28,add,Jordan Poyer,freeagents,BT
2016-09-29,drop,De'Vondre Campbell,JC,waivers
2016-09-29,add,Andy Dalton,freeagents,JC
2016-09-29,drop,Jelani Jenkins,JC,waivers
2016-09-29,add,David Harris,freeagents,JC
2016-09-29,drop,Eli Manning,MP,waivers
2016-09-29,add,Joe Flacco,freeagents,MP
2016-09-29,drop,Stephon Tuitt,TJ,waivers
2016-09-29,add,Leonard Floyd,freeagents,TJ
2016-09-29,drop,Josh Gordon,BT,waivers
2016-09-29,add,Jamison Crowder,freeagents,BT
2016-09-29,drop,Shane Vereen,MM,waivers
2016-09-29,add,Duke Johnson Jr.,freeagents,MM
2016-09-30,drop,Blake Bortles,BT,waivers
2016-09-30,add,Matt Ryan,waivers,BT
2016-09-30,drop,Brandon McManus,DB,waivers
2016-09-30,add,Dustin Hopkins,freeagents,DB
2016-09-30,drop,Clayton Geathers,MP,waivers
2016-09-30,add,Zach Brown,freeagents,MP
2016-09-30,drop,Golden Tate,MW,waivers
2016-09-30,add,Zachary Orr,freeagents,MW
2016-09-30,drop,Cameron Artis-Payne,MW,waivers
2016-09-30,add,Ryan Mathews,freeagents,MW
2016-10-02,add,Cole Beasley,freeagents,JC
2016-10-02,drop,Justin Forsett,JC,waivers
2016-10-02,add,Damon Harrison,freeagents,JC
2016-10-02,drop,Gary Barnidge,JC,waivers
2016-10-02,add,Kyle Rudolph,freeagents,JC
2016-10-05,drop,John Brown,SC,waivers
2016-10-05,add,Tyrod Taylor,waivers,SC
2016-10-05,drop,DeAndre Levy,MM,waivers
2016-10-05,add,Trumaine Johnson,waivers,MM
2016-10-05,drop,Joe Flacco,MP,waivers
2016-10-05,add,Terrance West,waivers,MP
2016-10-05,drop,Ryan Mathews,MW,waivers
2016-10-05,add,Darren Sproles,waivers,MW
2016-10-05,drop,Leonard Floyd,TJ,waivers
2016-10-05,add,Bilal Powell,waivers,TJ
2016-10-05,drop,Jamison Crowder,BT,waivers
2016-10-05,add,Eddie Royal,waivers,BT
2016-10-05,drop,Coby Fleener,MP,waivers
2016-10-05,add,Sammie Coates,waivers,MP
2016-10-05,drop,Dan Bailey,MW,waivers
2016-10-05,add,Mike Nugent,waivers,MW
2016-10-05,add,Cory James,waivers,BT
2016-10-05,drop,Deion Jones,MP,waivers
2016-10-05,add,Morgan Burnett,waivers,MP
2016-10-05,drop,Danielle Hunter,MP,waivers
2016-10-05,add,Derek Wolfe,waivers,MP
2016-10-05,drop,Dante Fowler Jr.,MW,waivers
2016-10-05,add,Logan Ryan,freeagents,MW
2016-10-05,drop,Dwayne Washington,MP,waivers
2016-10-05,add,James White,freeagents,MP
2016-10-05,drop,Steven Hauschka,MP,waivers
2016-10-05,add,Mason Crosby,freeagents,MP
2016-10-05,drop,David Bruton Jr.,MP,waivers
2016-10-05,add,Calvin Pryor,freeagents,MP
2016-10-05,drop,Matthew Stafford,TJ,waivers
2016-10-05,add,Eli Manning,freeagents,TJ
2016-10-05,drop,Eric Ebron,TJ,waivers
2016-10-05,add,Gary Barnidge,freeagents,TJ
2016-10-05,drop,Sio Moore,MM,waivers
2016-10-05,add,Avery Williamson,freeagents,MM
2016-10-05,drop,Prince Amukamara,MM,waivers
2016-10-05,add,Christian Kirksey,freeagents,MM
2016-10-05,drop,Rishard Matthews,TP,waivers
2016-10-05,add,Cameron Brate,freeagents,TP
2016-10-06,drop,Bilal Powell,TJ,waivers
2016-10-06,add,DeAndre Washington,freeagents,TJ
2016-10-06,drop,Robert Quinn,JC,waivers
2016-10-06,add,Robert Alford,freeagents,JC
2016-10-06,drop,Danny Trevathan,JC,waivers
2016-10-06,add,Craig Robertson,freeagents,JC
2016-10-06,drop,Blair Walsh,JC,waivers
2016-10-06,add,Josh Lambo,freeagents,JC
2016-10-07,drop,Derek Wolfe,MP,waivers
2016-10-07,add,Tahir Whitehead,freeagents,MP
2016-10-08,drop,Mason Foster,BT,waivers
2016-10-08,add,Danny Trevathan,waivers,BT
2016-10-08,drop,Brandon Flowers,BT,waivers
2016-10-08,add,Vince Williams,freeagents,BT
2016-10-08,drop,Rob Ninkovich,BT,waivers
2016-10-08,add,Mike Wallace,freeagents,BT
2016-10-08,add,Carson Wentz,freeagents,MM
2016-10-08,drop,Dwayne Allen,SC,waivers
2016-10-08,add,Quincy Enunwa,freeagents,SC
2016-10-09,drop,Tyrod Taylor,SC,waivers
2016-10-09,add,Brian Hoyer,freeagents,SC
2016-10-09,drop,Calvin Pryor,MP,waivers
2016-10-09,add,Chris Conte,freeagents,MP
2016-10-12,drop,Mike Adams,DB,waivers
2016-10-12,add,Nick Fairley,waivers,DB
2016-10-12,drop,Spencer Ware,MW,waivers
2016-10-12,add,Jadeveon Clowney,waivers,MW
2016-10-12,drop,Mike Wallace,BT,waivers
2016-10-12,add,Rodney McLeod,waivers,BT
2016-10-12,drop,Chris Conte,MP,waivers
2016-10-12,add,Cameron Meredith,waivers,MP
2016-10-12,drop,Dennis Pitta,MW,waivers
2016-10-12,add,Hunter Henry,waivers,MW
2016-10-12,drop,Logan Ryan,MW,waivers
2016-10-12,add,Donte Moncrief,waivers,MW
2016-10-12,drop,Cameron Meredith,MP,waivers
2016-10-12,add,Justin Houston,freeagents,MP
2016-10-12,drop,Mason Crosby,MP,waivers
2016-10-12,add,Steven Hauschka,freeagents,MP
2016-10-12,drop,Eli Manning,TJ,waivers
2016-10-12,add,Blake Bortles,freeagents,TJ
2016-10-12,drop,Charles Sims,TJ,waivers
2016-10-12,add,Ryan Mathews,freeagents,TJ
2016-10-12,drop,Graham Gano,TJ,waivers
2016-10-12,add,Brandon McManus,freeagents,TJ
2016-10-12,drop,Linval Joseph,DB,waivers
2016-10-12,add,Casey Hayward,freeagents,DB
2016-10-12,drop,Darren Sproles,MW,waivers
2016-10-12,add,Arian Foster,freeagents,MW
2016-10-13,drop,Steve Smith Sr.,MW,waivers
2016-10-13,add,Coby Fleener,freeagents,MW
2016-10-14,drop,Keenan Allen,SC,waivers
2016-10-14,add,Cameron Meredith,waivers,SC
2016-10-15,trade,Demario Davis,SC,TJ
2016-10-15,trade,Landon Collins,SC,TJ
2016-10-15,trade,Adam Jones,TJ,SC
2016-10-15,trade,Michael Crabtree,TJ,SC
2016-10-16,drop,Derrick Henry,MP,waivers
2016-10-16,add,Lorenzo Alexander,freeagents,MP
2016-10-16,drop,Donte Moncrief,MW,waivers
2016-10-16,add,Tavon Austin,freeagents,MW
2016-10-17,drop,David Harris,JC,waivers
2016-10-17,add,Markus Golden,freeagents,JC
2016-10-19,drop,Robert Ayers Jr.,SC,waivers
2016-10-19,add,Sheldon Richardson,waivers,SC
2016-10-19,drop,Jacoby Glenn,DB,waivers
2016-10-19,add,Jack Doyle,waivers,DB
2016-10-19,drop,K.J. Wright,MW,waivers
2016-10-19,add,Jatavis Brown,waivers,MW
2016-10-19,drop,Jeremy Hill,BT,waivers
